name,slug,released,genre,rating,metacritic
Hexagonia,hexagonia,2020-04-19,Shooter,0.0,
Exosphere (itch),exosphere-itch,2020-04-19,Action,0.0,
a Friend of fire,a-friend-of-fire,2020-04-19,none,0.0,
Don't Leaf Me,dont-leaf-me,2020-04-19,Platformer,0.0,
Little Sunshine,little-sunshine,2020-04-19,Adventure,0.0,
Xtreme gardening 2020,xtreme-gardening-2020,2020-04-19,Puzzle,0.0,
Party Factory (Ludum Dare),party-factory-ludum-dare,2020-04-19,Action,0.0,
Helium: Ludum Dare 46 Entry,helium-ludum-dare-46-entry,2020-04-19,Shooter,0.0,
Beware the Dark,beware-the-dark,2020-04-19,none,0.0,
Hungry Henry,hungry-henry,2020-04-19,Strategy,0.0,
Rainy (Thariqdevx),rainy-thariqdevx,2020-04-10,Platformer,0.0,
Untitled LD46,untitled-ld46,2020-04-19,Platformer,0.0,
LD46 - Protect The Keep,ld46-protect-the-keep,2020-04-19,Action,0.0,
By Lantern's Light (Chez3),by-lanterns-light-chez3,2020-04-19,Platformer,0.0,
My Friend Vac,my-friend-vac,2020-04-19,none,0.0,
Partfinder,partfinder,2020-04-19,Adventure,0.0,
Fish Motel,fish-motel,2020-04-19,Action,0.0,
AntOhNo,antohno,2020-04-19,Action,0.0,
Experiment #31415 - The Takeover,experiment-31415-the-takeover,2020-04-19,none,0.0,
Keepin' Alive,keepin-alive-2,2020-04-19,none,0.0,
LD46 - Bouncy Battlegrounds,ld46-bouncy-battlegrounds,2020-04-19,Strategy,0.0,
Creatures of the Night: The Game,creatures-of-the-night-the-game,2020-04-19,none,0.0,
3 Minutes to Freeze,3-minutes-to-freeze,2020-04-19,Action,0.0,
Librerama,librerama,2020-04-19,none,0.0,
"Yes, Mr. President!",yes-mr-president,2020-04-19,none,0.0,
GeoPuzzle,geopuzzle,2020-04-19,Platformer,0.0,
Keep The Fire Alive,keep-the-fire-alive,2020-04-19,Platformer,0.0,
The legend of the cheese craftmanship,the-legend-of-the-cheese-craftmanship,2020-04-19,Platformer,0.0,
P4R3NTing 101,p4r3nting-101,2020-04-19,Action,0.0,
The Remaining,the-remaining,2020-04-19,Strategy,0.0,
Precious Animals,precious-animals,2020-04-19,Action,0.0,
AEGRĒ,aegre,2020-04-19,Adventure,0.0,
Sleep Walking,sleep-walking,2020-04-19,Puzzle,0.0,
The ninja called Iaru,the-ninja-called-iaru,2020-04-19,Adventure,0.0,
Your Pet Alien,your-pet-alien,2020-04-19,Strategy,0.0,
How To Internet,how-to-internet,2020-04-19,Educational,0.0,
Amethyst Waters,amethyst-waters,2020-04-19,Shooter,0.0,
Micro Death Machines,micro-death-machines,2020-04-19,Action,0.0,
Buldis Basics field trip (aka Baldi Basics 2),buldis-basics-field-trip-aka-baldi-basics-2,2020-04-19,none,0.0,
Plantasia (deathbysnail),plantasia-deathbysnail,2020-04-19,Simulation,0.0,
To the Mountain,to-the-mountain,2020-04-19,Platformer,0.0,
Pond Ecosystem Sim - Keep It Alive,pond-ecosystem-sim-keep-it-alive,2020-04-19,Simulation,0.0,
BRUTALITY (synedra),brutality-synedra,2020-04-19,Action,0.0,
Warmace,warmace,2020-04-19,Strategy,0.0,
QUBOR The Cubic Robot,qubor-the-cubic-robot,2020-04-19,Simulation,0.0,
MiauMiau,miaumiau,2020-04-19,none,0.0,
GunCombiner,guncombiner,2020-04-19,Action,0.0,
Emergency override,emergency-override,2020-04-19,Puzzle,0.0,
Matchstick Elegy,matchstick-elegy,2020-04-19,Puzzle,0.0,
LD46 - Fire Saver,ld46-fire-saver,2020-04-19,Action,0.0,
Metamagotchi,metamagotchi,2020-04-19,none,0.0,
Party While Alive,party-while-alive,2020-04-19,RPG,0.0,
Owlmagotchi,owlmagotchi,2020-04-19,Simulation,0.0,
Guns & Cannons,guns-cannons,2020-04-19,none,0.0,
A Garden in the Clouds,a-garden-in-the-clouds,2020-04-19,Simulation,0.0,
Steroid Squash,steroid-squash,2020-04-19,Platformer,0.0,
Shuffle Dance-Board,shuffle-dance-board,2020-04-19,none,0.0,
Crystallis,crystallis,2020-04-19,Adventure,0.0,
Le LÉGUME,le-legume,2020-04-19,Action,0.0,
Spirit Quest: Journey to Devil's Mound,spirit-quest-journey-to-devils-mound,2020-04-19,RPG,0.0,
Garden Keeper (Lo-X),garden-keeper-lo-x,2020-04-19,none,0.0,
Keep It Alive (payne325),keep-it-alive-payne325,2020-04-19,Platformer,0.0,
Batteries Included (itch) (michaelprentice),batteries-included-itch-michaelprentice,2020-04-19,Puzzle,0.0,
BABYSITTING,babysitting,2020-04-19,Platformer,0.0,
SHY TALKER - Ludum Dare 46,shy-talker-ludum-dare-46,2020-04-19,none,0.0,
Final Fanta-Three,final-fanta-three,2020-04-19,Action,0.0,
Forest Escape (itch) (StreetHD),forest-escape-itch-streethd,2020-04-17,Adventure,0.0,
Cards Royale (1970s),cards-royale-1970s,2020-04-17,Adventure,0.0,
Block Maze,block-maze,2020-04-19,Puzzle,0.0,
Cat Cat Cat Factories,cat-cat-cat-factories,2020-04-18,Strategy,0.0,
Doron,doron,2020-04-19,Platformer,0.0,
Static Space,static-space,2020-04-19,Action,0.0,
Keep Your Distance (WeroCreative),keep-your-distance-werocreative,2020-04-18,none,0.0,
NoCandyBabies!,nocandybabies,2020-04-19,Shooter,0.0,
ESCAPE ROOM (itch) (yassoweb),escape-room-itch-yassoweb,2020-04-18,Adventure,0.0,
Project Relinquo,project-relinquo,2020-04-17,Action,0.0,
TeleportInc.,teleportinc,2020-04-19,Puzzle,0.0,
Pinky & Bluish Game,pinky-bluish-game,2020-04-19,Shooter,0.0,
GNAT#46,gnat46,2020-04-19,Action,0.0,
Lost in Limbo,lost-in-limbo,2020-04-19,none,0.0,
HeartBeats (zitaoye),heartbeats-zitaoye,2020-04-19,none,0.0,
He Needs Healing,he-needs-healing,2020-04-19,none,0.0,
.less,less-2,2020-04-19,none,0.0,
Forlorn Freedom,forlorn-freedom,2020-04-19,none,0.0,
FrogHouse,froghouse,2020-04-19,Simulation,0.0,
navigation,navigation,2020-04-19,Adventure,0.0,
Area 15,area-15,2020-04-19,Shooter,0.0,
Keep the ball alive,keep-the-ball-alive,2020-04-19,none,0.0,
MMO Dungeon Healer: Quest of Valor,mmo-dungeon-healer-quest-of-valor,2020-04-19,Adventure,0.0,
balldrop,balldrop-2,2020-04-19,none,0.0,
"RoboCharger (technosander, thevruniverse)",robocharger-technosander-thevruniverse,2020-04-19,none,0.0,
fusionator 0.1,fusionator-01,2020-04-19,Simulation,0.0,
Party Pooped!,party-pooped,2020-04-19,none,0.0,
My Beloved Monster,my-beloved-monster,2020-04-19,none,0.0,
Invincible (juanyang),invincible-juanyang,2020-04-19,none,0.0,
Everwind,everwind,2020-04-19,RPG,0.0,
Exterminators (CloudTech),exterminators-cloudtech,2020-04-19,Action,0.0,
LD46 - Carry This Torch Through,ld46-carry-this-torch-through,2020-04-19,none,0.0,
Huida del Templo,huida-del-templo,2020-04-19,none,0.0,
Precognition,precognition,2020-04-19,none,0.0,
VAT - Very Astonishing Tubs,vat-very-astonishing-tubs,2020-04-19,Action,0.0,
守夜人,shou-ye-ren,2020-04-19,Adventure,0.0,
Cursed Commute,cursed-commute,2020-04-19,Platformer,0.0,
Briscola,briscola,2020-04-19,none,0.0,
VitalSigns (Houdou),vitalsigns-houdou,2020-04-19,Action,0.0,
The Family (schrunkin),the-family-schrunkin,2020-04-19,Puzzle,0.0,
Sunny days (UsernameAlreadyTakenByMe),sunny-days-usernamealreadytakenbyme,2020-04-19,Adventure,0.0,
Papyrus Run,papyrus-run,2020-04-19,Platformer,0.0,
Ludum Dare 46 Tree Sim,ludum-dare-46-tree-sim,2020-04-19,Simulation,0.0,
BreadWizard,breadwizard,2020-04-19,Puzzle,0.0,
Shape of Light (MoebiusMeow),shape-of-light-moebiusmeow,2020-04-19,Platformer,0.0,
Cerebral Invasion,cerebral-invasion,2020-04-19,Platformer,0.0,
Old Friends,old-friends,2020-04-19,none,0.0,
Butterfly Madness,butterfly-madness,2020-04-19,none,0.0,
Big Move Small Backpack,big-move-small-backpack,2020-04-19,none,0.0,
Be Cool or Die,be-cool-or-die,2020-04-19,none,0.0,
Everyday Magic,everyday-magic,2020-04-19,Shooter,0.0,
Save the station (LD46-compo),save-the-station-ld46-compo,2020-04-19,Strategy,0.0,
Platformer Simulator,platformer-simulator,2020-04-19,Platformer,0.0,
Everyday Magic: potions to order,everyday-magic-potions-to-order,2020-04-19,Puzzle,0.0,
Displazer,displazer,2020-04-19,Platformer,0.0,
Land of the Toast,land-of-the-toast,2020-04-19,RPG,0.0,
Castle of Arcana,castle-of-arcana,2020-04-19,Adventure,0.0,
The flame of life,the-flame-of-life,2020-04-19,none,0.0,
A Dog and his Boy,a-dog-and-his-boy,2020-04-19,Platformer,0.0,
The Last Coronavirus,the-last-coronavirus,2020-04-19,Action,0.0,
The Blobbysitter,the-blobbysitter,2020-04-19,none,0.0,
Keep the Reef,keep-the-reef,2020-04-19,Puzzle,0.0,
Dodge It (mkl207),dodge-it-mkl207,2020-04-19,Action,0.0,
Shweet Shlurp,shweet-shlurp,2020-04-19,Fighting,0.0,
Zombafication,zombafication,2020-04-19,Action,0.0,
Slightly Agitated Road,slightly-agitated-road,2020-04-19,Shooter,0.0,
Magical Contraptions,magical-contraptions,2020-04-19,Puzzle,0.0,
RandomAdventure,randomadventure,2020-04-19,Adventure,0.0,
Cherry Picking,cherry-picking,2020-04-19,Platformer,0.0,
Joestar's Adventure,joestars-adventure,2020-04-19,Action,0.0,
Super Healer,super-healer,2020-04-19,Adventure,0.0,
End Of The Line (Fenris),end-of-the-line-fenris,2020-04-19,Action,0.0,
Monsters Defense,monsters-defense,2020-04-19,Shooter,0.0,
Judge Dunga Verdict by food,judge-dunga-verdict-by-food,2020-04-19,Action,0.0,
Virtual Pet: No escape from Life,virtual-pet-no-escape-from-life,2020-04-19,none,0.0,
Team Marshall - Mission Reunion,team-marshall-mission-reunion,2020-04-19,none,0.0,
Lighthouse Keeper,lighthouse-keeper,2020-04-19,Shooter,0.0,
Swarm (itch) (DerKuchen),swarm-itch-derkuchen,2020-04-19,Puzzle,0.0,
Alien Space,alien-space,2020-04-19,Shooter,0.0,
Quest and DOOM,quest-and-doom,2020-04-19,none,0.0,
Fishing Around,fishing-around,2020-04-19,Simulation,0.0,
Bounty (lingluochen),bounty-lingluochen,2020-04-19,none,0.0,
Be Happy,be-happy-2,2020-04-19,none,0.0,
SS (Majid Games),ss-majid-games,2020-04-19,Puzzle,0.0,
Game in Notebook,game-in-notebook,2020-04-19,Platformer,0.0,
Charger!,charger-2,2020-04-19,Puzzle,0.0,
Everyday Volunteer,everyday-volunteer,2020-04-19,Adventure,0.0,
Village quake,village-quake,2020-04-19,Action,0.0,
Blast The Haters!,blast-the-haters,2020-04-19,Strategy,0.0,
Chem-Words Review - Set 3,chem-words-review-set-3,2020-04-17,Educational,0.0,
Pillows,pillows,2020-04-17,Shooter,0.0,
Spherolly,spherolly,2020-04-16,none,0.0,
IBHelper,ibhelper,2020-04-17,Adventure,0.0,
Get The Glass Out Of The Plastic Bin!!!,get-the-glass-out-of-the-plastic-bin,2020-04-17,none,0.0,
Sewer Exit,sewer-exit,2020-04-17,RPG,0.0,
Reboot -Demo Version,reboot-demo-version,2020-04-17,Platformer,0.0,
El secuestro de Kris,el-secuestro-de-kris,2020-04-17,Educational,0.0,
The Pepper Prince: Prologue,the-pepper-prince-prologue,2020-04-17,Adventure,0.0,
Matematiko,matematiko,2020-04-17,Educational,0.0,
Office Dungeon,office-dungeon,2020-04-17,none,0.0,
EVERNA FireHeart Legacy MV,everna-fireheart-legacy-mv,2020-04-17,RPG,0.0,
Abu Dabi,abu-dabi,2020-04-17,Action,0.0,
Walking Biohazard Demo,walking-biohazard-demo,2020-04-17,Platformer,0.0,
Lost in Nightmare,lost-in-nightmare,2020-04-17,Shooter,0.0,
Gaian Guardians,gaian-guardians,2020-04-18,Adventure,0.0,
Neo's adventure - Alpha Version,neos-adventure-alpha-version,2020-04-18,Adventure,0.0,
..at any cost,at-any-cost,2020-04-18,Platformer,0.0,
pandemic: stay at home!,pandemic-stay-at-home,2020-04-18,none,0.0,
Another Dimension Heroes,another-dimension-heroes,2020-04-18,Shooter,0.0,
BattleShrimp,battleshrimp,2020-04-18,Action,0.0,
Egg (SodaKing),egg-sodaking,2020-04-18,Simulation,0.0,
10 Minutes Game Jam #2 - Replicate,10-minutes-game-jam-2-replicate,2020-04-18,none,0.0,
corona sanitizer,corona-sanitizer,2020-04-19,Platformer,0.0,
Expiration Date (RandomMcSomethin),expiration-date-randommcsomethin,2020-04-19,none,0.0,
Colour Beam,colour-beam,2020-04-19,none,0.0,
Triple Sans,triple-sans,2020-04-19,Action,0.0,
ARTIFICIAL (itch) (BlurredGames),artificial-itch-blurredgames,2020-04-18,Adventure,0.0,
Zyroidkarbie [赤月],zyroidkarbie-chi-yue,2020-04-18,none,0.0,
Toiletbread Gets Stuffed,toiletbread-gets-stuffed,2020-04-18,none,0.0,
Talk (Bananablob),talk-bananablob,2020-04-18,Puzzle,0.0,
Mythren,mythren,2020-04-18,Adventure,0.0,
Supply Run 925 [Jam Edition],supply-run-925-jam-edition,2020-04-18,Adventure,0.0,
PizzaFast Delivery: The Game,pizzafast-delivery-the-game,2020-04-18,RPG,0.0,
Space Rocket (itch) (Zojdrek),space-rocket-itch-zojdrek,2020-04-18,Strategy,0.0,
A STICKMANS ADVENTURE,a-stickmans-adventure,2020-04-18,Adventure,0.0,
Vroum Vroum (Antigaz),vroum-vroum-antigaz,2020-04-18,Racing,0.0,
Angel's Revenge,angels-revenge,2020-04-18,Action,0.0,
Memory Game (SMH Studios),memory-game-smh-studios,2020-04-18,none,0.0,
5 Dias de Quarentena,5-dias-de-quarentena,2020-04-18,Puzzle,0.0,
Pixel Man 2 Odyssey,pixel-man-2-odyssey,2020-04-18,Platformer,0.0,
BlockLine,blockline,2020-04-18,Shooter,0.0,
Alien Invasion v1.0 (BetaStudios),alien-invasion-v10-betastudios,2020-04-18,Adventure,0.0,
Something Fowl Afoot,something-fowl-afoot,2020-04-18,Adventure,0.0,
I live next to a train track,i-live-next-to-a-train-track,2020-04-18,none,0.0,
Furball (itch) (PlutoniumPowered),furball-itch-plutoniumpowered,2020-04-18,none,0.0,
Planet Nubium Two,planet-nubium-two,2020-04-18,Platformer,0.0,
PO.BA,poba,2020-04-18,Shooter,0.0,
BIOTONY & SYLVIA against the pandemic [DEMO],biotony-sylvia-against-the-pandemic-demo,2020-04-18,Action,0.0,
Ghost Tower (demo/one level),ghost-tower-demoone-level,2020-04-18,Shooter,0.0,
TokkiRun (Arugames),tokkirun-arugames,2020-04-18,Platformer,0.0,
Keep It Alive (Ragnar),keep-it-alive-ragnar,2020-04-18,none,0.0,
Flatten the Curve (MacOS),flatten-the-curve-macos,2020-04-18,Simulation,0.0,
definitely not a tower defense game (Applied Math for Games Final Output),definitely-not-a-tower-defense-game-applied-math-f,2020-04-18,Strategy,0.0,
Tap Tap Defenders,tap-tap-defenders,2020-04-18,Action,0.0,
Maniac Mansion Mania - Bertholds Rückkehr,maniac-mansion-mania-bertholds-ruckkehr,2020-04-18,Adventure,0.0,
Stop Those Bots!,stop-those-bots,2020-04-18,Shooter,0.0,
Jingga,jingga,2020-04-18,Educational,0.0,
literally a game about firing daggers into walls,literally-a-game-about-firing-daggers-into-walls,2020-04-18,none,0.0,
Swaelo Asteroids,swaelo-asteroids,2020-04-18,none,0.0,
Europe at War 1914,europe-at-war-1914,2020-04-18,Strategy,0.0,
Pigment (Spectrum-art),pigment-spectrum-art,2020-04-18,Educational,0.0,
The Haunt Begins (KevinLe),the-haunt-begins-kevinle,2020-04-18,Adventure,0.0,
PixelRun (Samsong),pixelrun-samsong,2020-04-18,none,0.0,
Yummy Yummy Pizza - Early Prototype,yummy-yummy-pizza-early-prototype,2020-04-18,none,0.0,
Margaret's Wish,margarets-wish,2020-04-18,Strategy,0.0,
TheSpy,thespy,2020-04-18,Puzzle,0.0,
Asteroid Blaster (nice-shot),asteroid-blaster-nice-shot,2020-04-17,Action,0.0,
Downfall Caves,downfall-caves,2020-04-17,Adventure,0.0,
Go-Vid,go-vid,2020-04-17,Action,0.0,
Dungeon Crawler (tadasny),dungeon-crawler-tadasny,2020-04-17,Platformer,0.0,
Foolf,foolf,2020-04-17,none,0.0,
Sheep Balls by HaidrGna and Chaos.blend,sheep-balls-by-haidrgna-and-chaosblend,2020-04-17,none,0.0,
MeatPossible: Chapter 1.5 (itch),meatpossible-chapter-15-itch,2020-04-15,Adventure,0.0,
EndlessRunner,endlessrunner,2020-04-17,Platformer,0.0,
Little Jimmy,little-jimmy,2020-04-17,Adventure,0.0,
Spectrum Lost,spectrum-lost,2020-04-17,Puzzle,0.0,
Infestation (itch) (ShaneFitzpatrick),infestation-itch-shanefitzpatrick,2020-04-17,Adventure,0.0,
Les aventures de Malok,les-aventures-de-malok,2020-04-17,Adventure,0.0,
Geom-Easy,geom-easy,2020-04-17,Puzzle,0.0,
AGAPE,agape,2020-04-17,none,0.0,
Cake Game,cake-game,2020-04-17,none,0.0,
Variable Equalities,variable-equalities,2020-04-17,Educational,0.0,
Kitchen Assalt,kitchen-assalt,2020-04-17,none,0.0,
the white wolf,the-white-wolf,2020-04-17,Platformer,0.0,
Fat Bird- Tap to Flap & fly to feed a Fat Bird!,fat-bird-tap-to-flap-fly-to-feed-a-fat-bird,2020-04-17,none,0.0,
Splitter Cells,splitter-cells,2020-04-17,Action,0.0,
crash (2439905184),crash-2439905184,2020-04-17,none,0.0,
Celestial Links,celestial-links,2020-04-17,Puzzle,0.0,
Sprite Effects Animation Pack HQ and Pixelated,sprite-effects-animation-pack-hq-and-pixelated,2020-04-17,none,0.0,
Scream Machine,scream-machine,2020-04-17,Puzzle,0.0,
Strategic points,strategic-points,2020-04-16,Puzzle,0.0,
Monica Platform,monica-platform,2020-04-15,Platformer,0.0,
Baldi loves toys,baldi-loves-toys,2020-04-15,none,0.0,
The sheriff moose,the-sheriff-moose,2020-04-17,Adventure,0.0,
Tickets,tickets,2020-04-17,none,0.0,
Box Goes Z00m,box-goes-z00m,2020-04-17,Platformer,0.0,
BrianGame,briangame,2020-04-17,Platformer,0.0,
Cube Islands,cube-islands,2020-04-17,Adventure,0.0,
THE MISSION (ruinera),the-mission-ruinera,2020-04-17,Adventure,0.0,
Marilyn Roxie's Pixel Lenormand,marilyn-roxies-pixel-lenormand,2020-04-17,none,0.0,
Taimai Farm,taimai-farm,2020-04-17,Simulation,0.0,
DRIFTERS,drifters,2020-04-18,Racing,0.0,
APARL The Game,aparl-the-game,2020-04-18,Platformer,0.0,
bAdger Team,badger-team,2020-04-18,Platformer,0.0,
Look Busy!,look-busy,2020-04-17,Action,0.0,
Electrofotónica_Info y Luz,electrofotonica_info-y-luz,2020-04-17,Educational,0.0,
The Mountain Climber,the-mountain-climber,2020-04-17,Platformer,0.0,
Moonway,moonway,2020-04-17,Puzzle,0.0,
Lucy 3000,lucy-3000,2020-04-16,Adventure,0.0,
Bleu's Adventure,bleus-adventure,2020-04-17,Platformer,0.0,
Regift (pad.3 / hypehog),regift-pad3-hypehog,2020-04-17,Puzzle,0.0,
Xguns,xguns,2020-04-17,Action,0.0,
Karlson Remake,karlson-remake,2020-04-17,Platformer,0.0,
Isolated in the Space,isolated-in-the-space,2020-04-17,Adventure,0.0,
You Are Thomas Oleander,you-are-thomas-oleander,2020-04-17,RPG,0.0,
Castle Defender (itch) (Yolan),castle-defender-itch-yolan,2020-04-17,Action,0.0,
Super Generic Shmup (VR),super-generic-shmup-vr,2020-04-17,Shooter,0.0,
Rover Wars,rover-wars,2020-04-17,Casual,0.0,
Mr. Fast,mr-fast,2020-04-01,Indie,0.0,
mutant cat life,mutant-cat-life,2020-04-21,none,0.0,
Prometheus (Shapkofil),prometheus-shapkofil,2020-04-21,Platformer,0.0,
Picturesque,picturesque,2020-04-21,Adventure,0.0,
Harpoon Rescue Marines,harpoon-rescue-marines,2020-04-21,Action,0.0,
Pyro Party!,pyro-party,2020-04-21,Action,0.0,
The Tome of the Ccaizhdi,the-tome-of-the-ccaizhdi,2020-04-21,Adventure,0.0,
Extinguished WebGL,extinguished-webgl,2020-04-21,Adventure,0.0,
Protect Egg.,protect-egg,2020-04-21,none,0.0,
A Dark Dungeon,a-dark-dungeon,2020-04-21,Action,0.0,
Vine and Void,vine-and-void,2020-04-21,Adventure,0.0,
Medic!,medic-2,2020-04-21,none,0.0,
Coconut Boat,coconut-boat,2020-04-21,Action,0.0,
Yandere Emulator,yandere-emulator,2020-04-21,Adventure,0.0,
Apothecary (Judah Avery),apothecary-judah-avery,2020-04-21,RPG,0.0,
Bonded Crusaders,bonded-crusaders,2020-04-21,Platformer,0.0,
Toastie,toastie,2020-04-21,none,0.0,
Fire Keeper (DrinkingKvasir),fire-keeper-drinkingkvasir,2020-04-21,Platformer,0.0,
Space Girl Thibi Feed Me,space-girl-thibi-feed-me,2020-04-21,Action,0.0,
Ritualist,ritualist,2020-04-21,none,0.0,
Drop Bear,drop-bear,2020-04-21,Action,0.0,
Soulbond,soulbond,2020-04-21,Platformer,0.0,
Keep On,keep-on,2020-04-21,Action,0.0,
Life Light,life-light,2020-04-21,none,0.0,
CaveFlame,caveflame,2020-04-21,none,0.0,
Brawnfire,brawnfire,2020-04-21,Fighting,0.0,
Short Dark,short-dark,2020-04-21,none,0.0,
Keep It Alive (kkrac),keep-it-alive-kkrac,2020-04-21,Action,0.0,
The Forest Below,the-forest-below,2020-04-21,Adventure,0.0,
A Tale of Freedom,a-tale-of-freedom,2020-04-21,Adventure,0.0,
Mission is Possible,mission-is-possible,2020-04-21,none,0.0,
Agent Z: Zombie Rescue Service Ranger,agent-z-zombie-rescue-service-ranger,2020-04-21,Shooter,0.0,
Eat it,eat-it-2,2020-04-21,none,0.0,
Into the Abyss (pie-tras),into-the-abyss-pie-tras,2020-04-21,none,0.0,
The Hatchling (tommysays),the-hatchling-tommysays,2020-04-21,Action,0.0,
My Botanical Romance,my-botanical-romance,2020-04-21,none,0.0,
DOC+ORS,docors,2020-04-21,none,0.0,
The Liberator,the-liberator,2020-04-21,Adventure,0.0,
Protect the little one,protect-the-little-one,2020-04-21,Platformer,0.0,
Potater Toss,potater-toss,2020-04-21,none,0.0,
Orcs v. Trolls,orcs-v-trolls,2020-04-21,Strategy,0.0,
Nightwatch (Neon Tea),nightwatch-neon-tea,2020-04-21,Adventure,0.0,
Mighty Light,mighty-light,2020-04-21,Action,0.0,
Rescue Ranger,rescue-ranger,2020-04-21,none,0.0,
Five Below Zero,five-below-zero,2020-04-21,Strategy,0.0,
Tomk,tomk,2020-04-21,Puzzle,0.0,
Germ Warfare,germ-warfare,2020-04-21,none,0.0,
Immune Defense Jam Version,immune-defense-jam-version,2020-04-21,Shooter,0.0,
Empire Tactics,empire-tactics,2020-04-21,Strategy,0.0,
Goat Rider (itch),goat-rider-itch,2020-04-21,Puzzle,0.0,
Package Protector,package-protector,2020-04-21,Simulation,0.0,
Firestarter (itch) (Snowdrama),firestarter-itch-snowdrama,2020-04-21,none,0.0,
the ruins,the-ruins,2020-04-21,Platformer,0.0,
Save The Fish,save-the-fish-2,2020-04-21,Adventure,0.0,
Flame's Rhythm,flames-rhythm,2020-04-21,none,0.0,
The Blaze,the-blaze,2020-04-21,none,0.0,
Keep Meat Alive,keep-meat-alive,2020-04-21,Strategy,0.0,
Finding Sam (Ludum Dare 46),finding-sam-ludum-dare-46,2020-04-21,none,0.0,
Fire Keeper (jeroenpx),fire-keeper-jeroenpx,2020-04-21,Adventure,0.0,
Hype Dream,hype-dream,2020-04-21,Simulation,0.0,
Oblivious Olivia,oblivious-olivia,2020-04-21,Platformer,0.0,
INFLAME;Z,inflamez,2020-04-21,Platformer,0.0,
"No Fall, Beach Ball",no-fall-beach-ball,2020-04-21,Sports,0.0,
Keep the Engine Going,keep-the-engine-going,2020-04-21,none,0.0,
Dragon Egg,dragon-egg,2020-04-21,Puzzle,0.0,
Project Ark (itch),project-ark-itch,2020-04-21,Simulation,0.0,
None Left Behind,none-left-behind,2020-04-21,none,0.0,
Sparky's Joy,sparkys-joy,2020-04-21,Adventure,0.0,
Firesoul,firesoul,2020-04-21,Platformer,0.0,
The Siege of Yggdrasil,the-siege-of-yggdrasil,2020-04-21,Action,0.0,
Project AI-Bo,project-ai-bo,2020-04-21,Puzzle,0.0,
Doomsday Feelings,doomsday-feelings,2020-04-21,Platformer,0.0,
Tile Rider (itch),tile-rider-itch,2020-04-21,Adventure,0.0,
Chonk Simulator,chonk-simulator,2020-04-21,none,0.0,
Phobos (jordwest),phobos-jordwest,2020-04-21,none,0.0,
Keep Bloo Alive,keep-bloo-alive,2020-04-21,Shooter,0.0,
Space Ranger,space-ranger,2020-04-21,Shooter,0.0,
Corona Runner (Cipery),corona-runner-cipery,2020-04-21,Action,0.0,
Meteor Strike (Impmaster),meteor-strike-impmaster,2020-04-21,Action,0.0,
Keep the dinosaur alive,keep-the-dinosaur-alive,2020-04-21,none,0.0,
A Wizard Worth Fighting For -LD46,a-wizard-worth-fighting-for-ld46,2020-04-21,Adventure,0.0,
Bounty Journey,bounty-journey,2020-04-21,Platformer,0.0,
Leafed Behind,leafed-behind,2020-04-21,Simulation,0.0,
Goldsmith,goldsmith,2020-04-21,none,0.0,
STRAND·ED,stranded-3,2020-04-21,Puzzle,0.0,
Apocalyp Snow,apocalyp-snow,2020-04-21,Puzzle,0.0,
Eclipse (Toxic Mask),eclipse-toxic-mask,2020-04-21,none,0.0,
Defend Pangolin Eggs,defend-pangolin-eggs,2020-04-21,Strategy,0.0,
Overeat,overeat,2020-04-21,Action,0.0,
Keep it afloat,keep-it-afloat,2020-04-21,none,0.0,
Pixel Pandemic - LDJam 46,pixel-pandemic-ldjam-46,2020-04-21,Action,0.0,
Crash or live,crash-or-live,2020-04-21,Platformer,0.0,
Arrhythmia (Bodaciouslycrazy),arrhythmia-bodaciouslycrazy,2020-04-21,none,0.0,
Kill Virus,kill-virus,2020-04-21,none,0.0,
Shiv's FLOWER,shivs-flower,2020-04-21,none,0.0,
Virulence (Bibliophilia),virulence-bibliophilia,2020-04-21,Puzzle,0.0,
Rememberance,rememberance,2020-04-21,Puzzle,0.0,
MAINTAIN,maintain,2020-04-21,none,0.0,
SaverTato (Ludum Dare 46 Title),savertato-ludum-dare-46-title,2020-04-21,none,0.0,
Generic Tower Defense,generic-tower-defense,2020-04-21,none,0.0,
Nonsense with the unpaid lab assistant,nonsense-with-the-unpaid-lab-assistant,2020-04-21,none,0.0,
Keeping IT Alive (CynBits),keeping-it-alive-cynbits,2020-04-21,Action,0.0,
Insense Time!,insense-time,2020-04-23,Platformer,0.0,
Krazy Kittens,krazy-kittens,2020-04-23,Action,0.0,
bingel edvin edition,bingel-edvin-edition,2020-04-23,Educational,0.0,
Catch it (Rkgames953),catch-it-rkgames953,2020-04-23,Simulation,0.0,
Clinical Curers,clinical-curers,2020-04-23,none,0.0,
Micro Dungeons Remade,micro-dungeons-remade,2020-04-23,Adventure,0.0,
totally accurate nightclub experience,totally-accurate-nightclub-experience,2020-04-23,Simulation,0.0,
Art of War (itch),art-of-war-itch,2020-04-23,Fighting,0.0,
minicosm demo,minicosm-demo,2020-04-23,Shooter,0.0,
StickMan (itch) (Bolthorn Game),stickman-itch-bolthorn-game,2020-04-23,Action,0.0,
Exclusive of a bladissssssssa AAAAAAAAAAAAAA,exclusive-of-a-bladissssssssa-aaaaaaaaaaaaaa,2020-04-23,none,0.0,
Lone (LootGodamn),lone-lootgodamn,2020-04-23,Shooter,0.0,
Demo Game - RealStick,demo-game-realstick,2020-04-23,none,0.0,
